num_matches, time, player0, player1, red_team_win_rate, std
500,2.19365, mcts_400_16, mcts_400_1,0.36374,0.11887
500,2.26236, mcts_400_2, mcts_400_1,0.40124,0.11639
500,2.37449, mcts_400_32, mcts_400_1,0.36374,0.11887
500,2.35474, mcts_400_4, mcts_400_1,0.3723,0.11961
500,2.29121, mcts_400_8, mcts_400_1,0.35733,0.12039
500,5.17093, mcts_800_0, mcts_800_1,0.34506,0.09511
500,4.92084, mcts_800_0.015625, mcts_800_1,0.36236,0.09534
500,5.16448, mcts_800_0.03125, mcts_800_1,0.36586,0.09586
500,5.14256, mcts_800_0.0625, mcts_800_1,0.38263,0.09485
500,5.03677, mcts_800_0.125, mcts_800_1,0.39864,0.0969
500,4.92883, mcts_800_0.25, mcts_800_1,0.41691,0.08994
500,4.77819, mcts_800_0.5, mcts_800_1,0.41933,0.09199
500,4.62042, mcts_800_1, mcts_800_4,0.46815,0.10554
500,4.66167, mcts_800_1, mcts_800_0.5,0.38896,0.09056
500,4.72479, mcts_800_1, mcts_800_32,0.49403,0.11239
500,4.7352, mcts_800_1, mcts_800_8,0.4831,0.10928
500,4.77683, mcts_800_1, mcts_800_2,0.44612,0.10921
500,4.79582, mcts_800_1, mcts_800_1,0.4073,0.09269
500,4.80283, mcts_800_1, mcts_800_16,0.50148,0.10992
500,4.96399, mcts_800_1, mcts_800_0.25,0.39296,0.09627
500,5.08381, mcts_800_1, mcts_800_0.125,0.41718,0.10134
500,5.15165, mcts_800_1, mcts_800_0.015625,0.46033,0.10225
500,5.22326, mcts_800_1, mcts_800_0.03125,0.45393,0.10638
500,5.4762, mcts_800_1, mcts_800_0.0625,0.43735,0.10272
500,5.303, mcts_800_1, mcts_800_0,0.46803,0.10927
500,4.61458, mcts_800_16, mcts_800_1,0.36062,0.09746
500,4.78987, mcts_800_2, mcts_800_1,0.39534,0.09861
500,4.80615, mcts_800_32, mcts_800_1,0.36254,0.09626
500,4.80338, mcts_800_4, mcts_800_1,0.37664,0.09728
500,4.59027, mcts_800_8, mcts_800_1,0.3709,0.09984
500, 17.12220, mcts_3200_1, mcts_3200_2, 0.40094, 0.08775
500, 19.43536, mcts_3200_16, mcts_3200_1, 0.36749, 0.08540
500, 19.74295, mcts_3200_1, mcts_3200_16, 0.42980, 0.09430
500, 19.78381, mcts_3200_1, mcts_3200_4, 0.41553, 0.08754
500, 19.80719, mcts_3200_1, mcts_3200_8, 0.41974, 0.09157
500, 19.81921, mcts_3200_4, mcts_3200_1, 0.37400, 0.08120
500, 19.83904, mcts_3200_32, mcts_3200_1, 0.36427, 0.08376
500, 19.83850, mcts_3200_8, mcts_3200_1, 0.36840, 0.08061
500, 19.87754, mcts_3200_2, mcts_3200_1, 0.37501, 0.07977
500, 20.65345, mcts_3200_1, mcts_3200_1, 0.38355, 0.07811
500, 21.13079, mcts_3200_1, mcts_3200_32, 0.43052, 0.09292
500, 21.27457, mcts_3200_0.5, mcts_3200_1, 0.38720, 0.08014
500, 21.73908, mcts_3200_1, mcts_3200_0.5, 0.38166, 0.07949
500, 22.53668, mcts_3200_0.25, mcts_3200_1, 0.36792, 0.08418
500, 22.64062, mcts_3200_0.015625, mcts_3200_1, 0.31192, 0.09038
500, 22.64648, mcts_3200_0.125, mcts_3200_1, 0.33438, 0.08202
500, 22.95444, mcts_3200_0.0625, mcts_3200_1, 0.31772, 0.08633
500, 22.97020, mcts_3200_0.03125, mcts_3200_1, 0.30488, 0.08665
500, 23.05302, mcts_3200_1, mcts_3200_0.0625, 0.48548, 0.10158
500, 23.23704, mcts_3200_1, mcts_3200_0.125, 0.46339, 0.10293
500, 23.67982, mcts_3200_1, mcts_3200_0.015625, 0.51289, 0.10371
500, 23.77403, mcts_3200_1, mcts_3200_0.25, 0.41335, 0.09694
500, 24.26859, mcts_3200_1, mcts_3200_0.03125, 0.50410, 0.11130
500, 24.98265, mcts_3200_1, mcts_3200_0, 0.53521, 0.10524
500, 22.95789, mcts_3200_0, mcts_3200_1, 0.28727, 0.09156
500,0.70652, random, assocrule,0.33637,0.1484
